name,certificate,distribution,score,amount,Date,Extra,duration
The Adventures of Pinocchio (1996),USA:G,0001221000,5.3,4461,USA:26-July-1996,,96
The Adventures of Tartu (1943),USA:Approved,0000013200,7.1,707,USA:October-1943,,103
The Adventures of Tom Sawyer (1938),USA:Approved,0000012211,7.3,1353,USA:11-February-1938,,91
The Affair of the Necklace (2001),USA:R,0000122100,6.1,4660,USA:20-November-2001,(premiere),118
The Affair of the Necklace (2001),USA:R,0000122100,6.1,4660,USA:7-December-2001,,118
The Affair of the Necklace (2001),USA:R,0000122100,6.1,4660,USA:30-November-2001,(limited),118
The Agency: Pursuit of the Ares Virus (2010),USA:R,1....3...5,7.2,6,USA:3-January-2010,,68
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:26-March-2004,(ClevelandInternationalFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:23-February-2003,(MiamiInternationalFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:7-June-2005,(videopremiere),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:February-2004-,(SantaBarbaraFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:3-April-2004,(WisconsinFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:10-April-2004,(PhiladelphiaInternationalFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:12-November-2004,(RehobothBeachIndependentFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:October-2003-,(ChicagoInternationalFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:19-February-2004,(PortlandInternationalFilmFestival),90
The Agronomist (2003),USA:PG-13,0000012211,7.5,837,USA:21-September-2003,(WoodstockFilmFestival),90
The Alamo (1960),USA:Approved,0000013100,6.9,11909,USA:24-October-1960,,140
The Alien Dead (1980),USA:R,4110000000,2.5,704,USA:1-June-1980,,74
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:September-2004-,(BostonFilmFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:September-2004-,(BostonFilmFestival),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:19-August-2004,(IFPNewFilmWorks),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:19-August-2004,(IFPNewFilmWorks),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:April-2005-,(PhoenixFilmFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:April-2005-,(PhoenixFilmFestival),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:March-2004-,(HBOFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:March-2004-,(HBOFestival),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:3-March-2004,(USComedyArtsFestivalAspen),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:3-March-2004,(USComedyArtsFestivalAspen),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:1-June-2006,(limited),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:1-June-2006,(limited),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:March-2005-,(CinequestFilmFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:March-2005-,(CinequestFilmFestival),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:May-2005-,(JacksonvilleFilmFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:May-2005-,(JacksonvilleFilmFestival),98
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:April-2005-,(SonomaFilmFestival),97
The Almost Guys (2004),USA:PG-13,1.00001112,6.3,113,USA:April-2005-,(SonomaFilmFestival),98
The Amazing Transplant (1970),USA:R,1111100000,4.0,243,USA:1970,,77
The American Beauty (1927),USA:Passed,10.0100113,7.0,43,USA:9-October-1927,,70
The American StreetFighterz Trilogy Street Godz of War II (2007),USA:R,3.....0003,6.2,11,USA:11-January-2007,(SouthernFriedFlicksFilmFestival),98
The Animation Show (2003),USA:R,0000001212,7.6,496,USA:18-July-2003,,94
The Animation Show (2003),USA:R,0000001212,7.6,496,USA:9-February-2007,(OxfordFilmFestival),94
The Apparition (2012),USA:PG-13,1111110000,4.1,17285,USA:24-August-2012,,82
The Architect (2006),USA:R,0000111001,5.6,1015,USA:1-December-2006,(limited),82
The Architect (2006),USA:R,0000111001,5.6,1015,USA:26-April-2006,(TribecaFilmFestival),82
The Arena (1974),USA:R,0001221000,5.5,792,USA:January-1974,,83
The Aryan Couple (2004),USA:PG-13,0000021101,6.3,930,USA:2-March-2005,(FargoFilmFestival),120
The Asphyx (1972),USA:PG,0000122100,6.3,1721,USA:February-1973,,83
The Assignment (1997),USA:R,0000013200,6.9,7888,USA:26-September-1997,,115
The Astral Factor (1978),USA:PG,0121100000,3.7,577,USA:1-February-1978,,96
The Astral Factor (1978),USA:PG,0121100000,3.7,577,USA:1-November-1984,(re-release),96
The Awakening (1980),USA:R,0001210000,4.8,1611,USA:31-October-1980,,101
The Babe (1992),USA:PG,0000221000,5.9,8107,USA:17-April-1992,,115
The Baby Doll Murders (1993),USA:R,0011110.01,4.9,82,USA:14-April-1993,(videopremiere),90
The Babysitter (1969),USA:R,0001121000,5.8,337,USA:September-1969,,75
The Bailey Case (2011),USA:R,11.1.....6,7.4,9,USA:13-May-2011,,110
The Ballad of Gregorio Cortez (1982),USA:PG,0000012210,6.8,76,USA:1982-,(limited),105
The Ballad of Jack and Rose (2005),USA:R,0000012100,6.7,9934,USA:25-March-2005,(limited),112
The Ballad of Jack and Rose (2005),USA:R,0000012100,6.7,9934,USA:23-January-2005,(SundanceFilmFestival),112
The Ballad of Jack and Rose (2005),USA:R,0000012100,6.7,9934,USA:11-March-2005,(ClevelandInternationalFilmFestival),112
The Ballad of Jack and Rose (2005),USA:R,0000012100,6.7,9934,USA:8-April-2005,,112
The Ballad of Jack and Rose (2005),USA:R,0000012100,6.7,9934,USA:5-February-2005,(MiamiInternationalFilmFestival),112
The Ballad of Little Jo (1993),USA:R,0000012200,6.8,1225,USA:20-August-1993,,121
The Ballad of the Sad Cafe (1991),USA:PG-13,0000111101,6.5,550,USA:28-March-1991,(NewYorkNewDirectorsandNewFilmsFestival),101
The Ballad of the Sad Cafe (1991),USA:PG-13,0000111101,6.5,550,USA:June-1991,,101
The Bang Bang Club (2010),USA:R,0000013210,7.0,8977,USA:22-April-2011,(limited),106
The Banger Sisters (2002),USA:R,0001221000,5.6,13118,USA:20-September-2002,,98
The Barefoot Mailman (1951),USA:Approved,0000122100,6.5,64,USA:5-November-1951,(premiere),83
The Barefoot Mailman (1951),USA:Passed,0000122100,6.5,64,USA:3-December-1951,,83
The Barefoot Mailman (1951),USA:Approved,0000122100,6.5,64,USA:3-December-1951,,83
The Barefoot Mailman (1951),USA:Passed,0000122100,6.5,64,USA:5-November-1951,(premiere),83
The Battle of Shaker Heights (2003),USA:PG-13,0000122100,6.1,3934,USA:22-August-2003,(limited),79
The Beast in the Cellar (1971),USA:R,0011210000,4.7,638,USA:16-April-1971,,88
The Beast with a Million Eyes (1955),USA:Approved,1121100000,3.4,1064,USA:15-June-1955,,75
The Beast with a Million Eyes (1955),USA:Approved,1121100000,3.4,1064,USA:15-June-1955,,78
The Beast with a Million Eyes (1955),USA:Passed,1121100000,3.4,1064,USA:15-June-1955,,75
The Beast with a Million Eyes (1955),USA:Passed,1121100000,3.4,1064,USA:15-June-1955,,78
The Beat (1988),USA:R,1000111002,5.2,152,USA:3-June-1988,,98
The Beautiful Country (2004),USA:R,0000012211,7.5,3462,USA:8-July-2005,(limited),125
The Beautiful Country (2004),USA:R,0000012211,7.5,3462,USA:9-June-2005,(SeattleInternationalFilmFestival),125
The Bees (1978),USA:PG,2121000000,3.2,626,USA:November-1978,,83
The Beloved (1971),USA:R,1011110002,5.2,119,USA:May-1978,,75
The Beloved Vagabond (1936),USA:Approved,.0011321.0,5.9,29,USA:7-February-1937,,78
The Belstone Fox (1973),USA:PG,0000012101,6.7,191,USA:September-1976,,88
The Berlin Affair (1985),USA:R,0001211000,5.3,393,USA:October-1985,,96
The Best Thief in the World (2004),USA:R,0101110002,4.9,451,USA:17-June-2004,(ProvincetownInternationalFilmFestival),93
The Best Thief in the World (2004),USA:R,0101110002,4.9,451,USA:11-January-2005,(TVpremiere),93
The Best Thief in the World (2004),USA:R,0101110002,4.9,451,USA:10-April-2004,(PhiladelphiaInternationalFilmFestival),93
The Best Thief in the World (2004),USA:R,0101110002,4.9,451,USA:16-January-2004,(SundanceFilmFestival),93
The Best Two Years (2004),USA:PG,0000001113,7.5,1199,USA:20-February-2004,(limited),112
The Betrayed (2008),USA:R,0000122100,6.0,1791,USA:27-September-2008,(SanDiegoFilmFestival),98
The Betrayed (2008),USA:R,0000122100,6.0,1791,USA:30-June-2009,(DVDpremiere),98
The Big Bang (1989),USA:R,1000012101,6.0,163,USA:11-May-1990,,81
The Big Bang (2010),USA:R,0000121000,5.5,6447,USA:24-May-2011,(DVDpremiere),101
The Big Bang (2010),USA:R,0000121000,5.5,6447,USA:3-November-2010,(AFMscreening),101
The Big Bird Cage (1972),USA:R,0000121100,6.1,1643,USA:July-1972,,96
The Big Boss (1941),USA:Passed,0010030.01,5.4,16,USA:28-April-1941,,70
The Big Boss (1941),USA:Approved,0010030.01,5.4,16,USA:28-April-1941,,70
The Big Chase (1954),USA:Approved,000122100.,5.1,45,USA:18-June-1954,,60
The Big Empty (2003),USA:R,0000122100,6.2,3643,USA:25-March-2004,(ClevelandInternationalFilmFestival),94
The Big Fun Carnival (1957),USA:Approved,1.1..22.1.,5.6,7,USA:20-January-1957,,90
The Big Fun Carnival (1957),USA:Passed,1.1..22.1.,5.6,7,USA:20-January-1957,,90
The Big Game (1936),USA:Passed,.0012310.0,5.5,83,USA:9-October-1936,,74
The Big Game (1936),USA:Approved,.0012310.0,5.5,83,USA:9-October-1936,,74
The Big Guy (1939),USA:Passed,....0133..,7.1,13,USA:19-August-1947,(re-release),72
The Big Guy (1939),USA:Approved,....0133..,7.1,13,USA:22-December-1939,,72
The Big Guy (1939),USA:Passed,....0133..,7.1,13,USA:22-December-1939,,72
The Big Guy (1939),USA:Approved,....0133..,7.1,13,USA:19-August-1947,(re-release),72
The Big Hop (1928),USA:Passed,3..211.1..,3.8,8,USA:31-August-1928,,65
The Big House (1930),USA:Passed,0000013200,7.2,1394,USA:14-June-1930,,87
The Big Noise (1928),USA:Passed,.....22..4,8.0,7,USA:25-March-1928,,80
The Big Parade (1925),USA:Passed,0000001213,8.2,5294,USA:10-September-1927,(re-release),130
The Big Parade (1925),USA:Passed,0000001213,8.2,5294,USA:19-November-1925,(limited),130
The Big Show-Off (1945),USA:Approved,.00.311001,6.2,33,USA:22-January-1945,,69
The Big Show-Off (1945),USA:Passed,.00.311001,6.2,33,USA:22-January-1945,,69
The Big Sleaze (2010),USA:R,0...003202,7.3,25,USA:26-February-2010,(RiotCinemaFilmFestival),105
The Big Sleaze (2010),USA:R,0...003202,7.3,25,USA:14-June-2010,(RhodeIsland),105
The Big Slice (1991),USA:PG,0112110.00,4.5,88,USA:27-August-1991,(videopremiere),86
The Big Slice (1991),USA:R,0112110.00,4.5,88,USA:27-August-1991,(videopremiere),86
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:April-2012-,(NewportBeachInternationalFilmFestival),122
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:April-2012-,(NewportBeachInternationalFilmFestival),120
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:1-November-1930,,122
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:1-November-1930,,120
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:23-April-2010,(TCMClassicFilmFestival),122
The Big Trail (1930),USA:Passed,0000012201,7.3,2720,USA:23-April-2010,(TCMClassicFilmFestival),120
The Big Wedding (2013),USA:R,0000121000,5.6,41213,USA:26-April-2013,,89
The Big Year (2011),USA:PG,0000122100,6.2,37408,USA:14-October-2011,,100
The Birthday Party (1968),USA:G,0000012101,6.8,451,USA:9-December-1968,,123
The Black Cobra 3 (1990),USA:R,0101110001,5.0,216,USA:30-November-1990,(videopremiere),92
The Black Pirate (1926),USA:PG,0000012200,7.2,1393,USA:19-March-2006,(RiverRunInternationalFilmFestival),94
The Black Pirate (1926),USA:PG,0000012200,7.2,1393,USA:8-March-1926,,94
The Black Pirate (1926),USA:PG,0000012200,7.2,1393,USA:14-August-2005,(RhodeIslandInternationalFilmFestival),94
The Black Rose (1950),USA:Approved,0000122100,6.4,1424,USA:1-September-1950,,120
The Black Rose (1950),USA:Approved,0000122100,6.4,1424,USA:1-September-1950,,116
The Black Shoe Drifter (2004),USA:R,3.1....1.3,5.5,6,USA:6-October-2004,(NewYorkInternationalIndependentFilmandVideoFestival),105
The Black Swan (1942),USA:Approved,0000013100,6.9,3254,USA:4-December-1942,,85
The Blind Side (2009),USA:PG-13,0000002311,7.7,245570,USA:20-November-2009,,129
The Bliss of Mrs. Blossom (1968),USA:PG,0000121101,6.0,435,USA:11-September-1968,,93
The Bliss of Mrs. Blossom (1968),USA:Approved,0000121101,6.0,435,USA:11-September-1968,,93
The Blockhouse (1973),USA:R,0000121101,6.0,312,USA:January-1974,,93
The Blood Beast Terror (1968),USA:G,0001211000,5.1,927,USA:16-May-1969,,80
The Blood of Fu Manchu (1968),USA:PG,0012210000,4.6,904,USA:24-September-1969,,94
The Blood of Jesus (1941),USA:Approved,0001121000,5.5,345,USA:27-April-2015,(REDCAT),68
The Bloodletting (2004),USA:R,4000000012,2.6,148,USA:6-October-2004,(NewYorkInternationalIndependentFilmandVideoFestival),87
The Blue Bird (1976),USA:G,1000111001,5.4,810,USA:5-April-1976,,99
The Blue Gardenia (1953),USA:Approved,0000013100,7.0,3693,USA:28-March-1953,,90
The Blue Max (1966),USA:Approved,0000013200,7.1,5495,USA:21-June-1966,,153
The Blues Brothers (1980),USA:R,0000001212,7.9,155256,USA:20-June-1980,,148
The Blues Brothers (1980),USA:R,0000001212,7.9,155256,USA:18-April-2015,(DallasInternationalFilmFestival),148
The Boat That Rocked (2009),USA:R,0000012211,7.4,96541,USA:13-November-2009,,117
The Boiling Point (1932),USA:Passed,....1.23.2,7.7,14,USA:12-November-1932,,62
The Boiling Point (1932),USA:Passed,....1.23.2,7.7,14,USA:15-July-1932,(premiere),62
The Boles Murders (2004),USA:PG-13,...1..1..7,8.9,8,USA:25-September-2004,(LakeArrowheadFilmFestival),88
The Boob (1926),USA:Passed,1001111000,4.7,358,USA:17-May-1926,,61
The Boob Tube (1975),USA:R,0111110000,4.4,165,USA:October-1975,,82
The Booby Hatch (1976),USA:R,2000000001,4.9,77,USA:September-1976,,86
The Book of Noah (2007),USA:R,000..01014,7.7,17,USA:17-October-2007,(FortLauderdaleInternationalFilmFestival),76
The Book of Noah (2007),USA:R,000..01014,7.7,17,USA:2008-,(Oxford-FilmFestival),76
The Book of Noah (2007),USA:R,000..01014,7.7,17,USA:19-October-2007,(IndieMemphis),76
The Border (1980),USA:R,0001210000,4.6,229,USA:26-September-2001,(DVDpremiere),90
The Boy Friend (1926),USA:Passed,1....12..4,7.3,7,USA:14-August-1926,,65
The Boy Who Stole a Million (1960),USA:Approved,0.011300.1,6.2,42,USA:2-September-1960,,84
The Boy Who Stole a Million (1960),USA:Passed,0.011300.1,6.2,42,USA:2-September-1960,,84
The Boys & Girls Guide to Getting Down (2006),USA:R,0000012101,6.6,2335,USA:25-June-2006,(LosAngelesFilmFestival),92
The Boys & Girls Guide to Getting Down (2006),USA:R,0000012101,6.6,2335,USA:23-March-2007,,92
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:16-March-2005,(ClevelandInternationalFilmFestival),90
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:10-June-2004,(SeattleInternationalFilmFestival),90
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:11-March-2005,(limited),90
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:3-April-2004,(SonomaFilmFestival),90
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:23-October-2004,(MilwaukeeInternationalFilmFestival),90
The Boys from County Clare (2003),USA:R,0000012101,6.6,1220,USA:22-April-2005,(FilmfestDC),90
The Bride (1985),USA:PG-13,0001221000,5.3,2448,USA:16-August-1985,,118
The Bride Came C.O.D. (1941),USA:Approved,0000013201,7.1,2384,USA:12-July-1941,,92
The Bridge in the Jungle (1971),USA:GP,0102110000,5.0,66,USA:January-1971,,87
The Bridge of San Luis Rey (1944),USA:Approved,0001121000,5.7,140,USA:11-February-1944,,107
The Broad Coalition (1972),USA:GP,.3...11.11,6.0,6,USA:April-1972,,83
The Broad Coalition (1972),USA:R,.3...11.11,6.0,6,USA:January-1972,,83
The Broad Coalition (1972),USA:GP,.3...11.11,6.0,6,USA:January-1972,,83
The Broad Coalition (1972),USA:R,.3...11.11,6.0,6,USA:April-1972,,83
The Broad Coalition (1972),USA:PG,.3...11.11,6.0,6,USA:January-1972,,83
The Broad Coalition (1972),USA:PG,.3...11.11,6.0,6,USA:April-1972,,83
The Broken Land (1962),USA:Approved,0001211001,5.1,237,USA:1-April-1962,,60
The Broken Land (1962),USA:Approved,0001211001,5.1,237,USA:1-April-1962,,75
The Buffalo Son (2009),USA:R,...2.1.1.5,7.8,8,USA:27-August-2009,,143
The Bumblebee Flies Anyway (1999),USA:PG-13,0000112101,6.4,1620,USA:1-January-2000,,95
The Bunker (2001),USA:R,0001121000,5.5,5334,USA:8-June-2004,(DVDpremiere),88
The Bus Is Coming (1971),USA:GP,1000121001,5.5,30,USA:July-1971,,109
The Butcher (2006),USA:R,2111100000,3.7,1308,USA:11-July-2006,,90
The Buttercup Chain (1970),USA:R,1001111001,5.5,94,USA:12-March-1971,,95
The Call of the Wild (1972),USA:PG,0000121000,6.0,1254,USA:March-1975,,100
The Candy Man (1969),USA:G,.0114.0..1,5.2,28,USA:February-1969,,95
The Candy Tangerine Man (1975),USA:R,0000122001,6.2,153,USA:May-1975,,95
The Canyon (2009),USA:R,0000121000,5.9,3504,USA:23-October-2009,,102
The Cars That Ate Paris (1974),USA:PG,0001121000,5.6,2869,USA:October-1974-,(ChicagoInternationalFilmFestival),74
The Cars That Ate Paris (1974),USA:PG,0001121000,5.6,2869,USA:11-June-1976,,74
The Case of the Black Parrot (1941),USA:Approved,0001221000,5.7,79,USA:11-January-1941,,60
The Case of the Black Parrot (1941),USA:Passed,0001221000,5.7,79,USA:11-January-1941,,60
The Castle of Fu Manchu (1969),USA:PG,3110000000,2.7,1562,USA:1972,,92
The Castle of Fu Manchu (1969),USA:PG,3110000000,2.7,1562,USA:1972,,92
The Celestine Prophecy (2006),USA:PG,1001110001,4.9,3190,USA:21-April-2006,(limited),99
The Celestine Prophecy (2006),USA:PG,1001110001,4.9,3190,USA:1-June-2006,(StatenIslandFilmFestival),99
The Cemetery Club (1993),USA:PG-13,0000121001,5.9,662,USA:12-February-1993,,106
The Cemetery Club (1993),USA:PG-13,0000121001,5.9,662,USA:3-February-1993,(limited),106
The Challenge (1960),USA:Approved,0000221001,6.3,172,USA:February-1961,,101
The Challenge (1982),USA:R,0000121101,6.3,1512,USA:23-July-1982,,108
The Chaperone (2011),USA:PG-13,0001110001,5.1,4472,USA:18-February-2011,(limited),103
The Chase (1994),USA:PG-13,0000121000,5.8,15334,USA:4-March-1994,,94
The Cheaters (1945),USA:Passed,0000012112,7.1,374,USA:15-March-1949,(retitledreissue),60
The Cheaters (1945),USA:Passed,0000012112,7.1,374,USA:15-March-1949,(retitledreissue),87
The Cheaters (1945),USA:Passed,0000012112,7.1,374,USA:15-July-1945,,60
The Cheaters (1945),USA:Passed,0000012112,7.1,374,USA:15-July-1945,,87
The Cheerleaders (1973),USA:R,0000111001,5.5,952,USA:March-1973,,84
The Cherokee Word for Water (2013),USA:PG,00.00.1005,8.1,35,USA:2013,,92
The Chicken Chronicles (1977),USA:PG,0001111100,5.3,259,USA:October-1977,,95
The Chicken Chronicles (1977),USA:R,0001111100,5.3,259,USA:October-1977,,95
The Chipmunk Adventure (1987),USA:G,0000011102,7.2,4449,USA:22-May-1987,,77
The Christian Licorice Store (1971),USA:GP,1010201101,5.2,58,USA:November-1971,,90
The Christian Licorice Store (1971),USA:R,1010201101,5.2,58,USA:November-1971,,90
The Chronicles of Riddick (2004),USA:PG-13,0000012100,6.7,195033,USA:11-June-2004,,134
The Chronicles of Riddick (2004),USA:R,0000012100,6.7,195033,USA:11-June-2004,,134
The Circuit (2002),USA:R,1111100001,3.8,272,USA:16-April-2002,(videopremiere),91
The City Is Mine (2008),USA:R,3010000001,4.4,79,USA:8-August-2008,(AmericanBlackFilmFestival),105
The City Is Mine (2008),USA:R,3010000001,4.4,79,USA:8-August-2008,(AmericanBlackFilmFestival),105
The City of the Dead (1960),USA:PG-13,0000022100,6.8,4404,USA:12-September-1962,,78
The City of the Dead (1960),USA:PG-13,0000022100,6.8,4404,USA:12-September-1962,,76
The Climb (1997),USA:PG-13,0000012201,6.9,346,USA:October-1997-,(MillValleyFilmFestival),98
The Climb (1997),USA:PG-13,0000012201,6.9,346,USA:18-February-1999,,98
The Clique (2006),USA:R,1000111001,5.0,151,USA:11-July-2006,(DVDpremiere),87
The Closer You Get (2000),USA:PG-13,0000122100,6.3,1287,USA:25-February-2000,(limited),90
The Clown at Midnight (1999),USA:R,1112110000,4.2,1083,USA:9-February-1999,(videopremiere),91
The Coat Room (2005),USA:R,1..0.110.4,7.1,14,USA:8-June-2006,(PortlandUndergroundFilmFestival),100
The Coat Room (2005),USA:R,1..0.110.4,7.1,14,USA:12-October-2005,(FAIFFilmFestival),100
The Cockleshell Heroes (1955),USA:Approved,0000023100,6.7,1302,USA:27-March-1956,,97
The Cocoanuts (1929),USA:Passed,0000013201,7.2,5983,USA:3-August-1929,,140
The Cocoanuts (1929),USA:Approved,0000013201,7.2,5983,USA:3-August-1929,,140
The Comeback (1978),USA:R,0000121000,5.8,623,USA:September-1979,,100
