name,certificate,distribution,score,amount,Date,Extra,duration
Murderball (2005),USA:R,0000002311,7.8,9320,USA:8-July-2005,(limited),88
Murderball (2005),USA:R,0000002311,7.8,9320,USA:27-May-2005,(SeattleInternationalFilmFestival),88
Murderball (2005),USA:PG-13,0000002311,7.8,9320,USA:21-April-2005,(RiverRunInternationalFilmFestival),88
Murderball (2005),USA:R,0000002311,7.8,9320,USA:25-February-2005,(True/FalseFilmFestival),88
Murderball (2005),USA:PG-13,0000002311,7.8,9320,USA:27-May-2005,(SeattleInternationalFilmFestival),88
Murderball (2005),USA:R,0000002311,7.8,9320,USA:5-August-2005,,88
Murderball (2005),USA:PG-13,0000002311,7.8,9320,USA:23-January-2005,(SundanceFilmFestival),88
Murderball (2005),USA:PG-13,0000002311,7.8,9320,USA:23-April-2005,(IndependentFilmFestivalofBoston),88
Murderball (2005),USA:PG-13,0000002311,7.8,9320,USA:5-August-2005,,88
Murderball (2005),USA:R,0000002311,7.8,9320,USA:24-March-2005,(LongbaughFilmFestival),88
Murderess (2007),USA:PG-13,1...11.1.6,8.0,10,USA:7-October-2007,(ImageOutFilmFestival),95
Murderess (2007),USA:PG-13,1...11.1.6,8.0,10,USA:7-October-2007,,95
Murders in the Rue Morgue (1971),USA:PG-13,0001221000,5.2,855,USA:September-1971,,98
Murders in the Rue Morgue (1971),USA:GP,0001221000,5.2,855,USA:September-1971,,98
Music and Lyrics (2007),USA:PG-13,0000122100,6.5,86957,USA:14-February-2007,,96
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:28-January-2012,(FilmSocietyofLincolnCenter),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:15-November-2012,(NewYorkInternationalIndependentFilmandVideoFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:3-March-2012,(MiamiInternationalFilmFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:8-April-2013,(N.Y.DisabilitiesFilmFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:15-November-2013,(TVpremiere),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:14-February-2013,(ReelAbilitiesFilmFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:24-September-2011,(WoodstockFilmFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:16-August-2013,(MassachusettsIndependentFilmFestival),102
Musical Chairs (2011),USA:PG-13,1000000003,4.9,260,USA:23-March-2012,(limited),102
Musíme si pomáhat (2000),USA:PG-13,0000001311,7.8,4410,USA:17-January-2001,(PalmSpringsInternationalFilmFestival),117
Musíme si pomáhat (2000),USA:PG-13,0000001311,7.8,4410,USA:10-December-2000,(WashingtonJewishFilmFestival),117
Musíme si pomáhat (2000),USA:PG-13,0000001311,7.8,4410,USA:27-January-2001,(SundanceFilmFestival),117
Musíme si pomáhat (2000),USA:PG-13,0000001311,7.8,4410,USA:27-November-2001,(DVDpremiere),117
Musíme si pomáhat (2000),USA:PG-13,0000001311,7.8,4410,USA:16-October-2000,(ChicagoInternationalFilmFestival),117
Mussolini ultimo atto (1974),USA:PG,0000122100,6.5,499,USA:October-1977,,91
Mutant Chronicles (2008),USA:R,0001111000,5.2,24332,USA:27-March-2009,(TVpremiere),100
Mutant Chronicles (2008),USA:R,0001111000,5.2,24332,USA:4-August-2009,(DVDpremiere),100
Mutant Chronicles (2008),USA:R,0001111000,5.2,24332,USA:24-April-2009,(limited),100
Mutant on the Bounty (1989),USA:PG-13,1100110100,4.9,72,USA:18-August-1989,,93
Mutiny Ahead (1935),USA:Approved,2.1114...1,4.8,10,USA:1-March-1935,,71
Mutual Needs (1997),USA:R,4000010000,3.4,231,USA:30-March-1999,(videopremiere),87
My Bad Dad (2006),USA:PG,1..01.13.2,6.8,27,USA:27-July-2006,(DancesWithFilmsFestivaloftheUnknowns),87
My Best Gal (1944),USA:Approved,..2..33..1,6.1,9,USA:28-March-1944,,67
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:16-September-2005,(BigBearLakeInternationalFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:15-April-2005,(FloridaFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:26-August-2005,(Tahoe-RenoInternationalFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:23-September-2005,(SanDiegoFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:16-September-2005,(TemeculaValleyInternationalFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:28-April-2005,(NewportBeachInternationalFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:30-September-2005,,80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:1-April-2005,(WisconsinFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:11-June-2005,(DeadCenterFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:2-April-2005,(LakeCountyFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:2-April-2005,(OzoneFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:13-May-2006,(NewHavenUndergroundFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:4-March-2005,(CinequestFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:4-November-2005,(DaytonaBeachFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:29-April-2005,(MassBayFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:11-March-2005,(SouthbySouthwestFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:30-April-2005,(PacificPalisadesFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:16-April-2005,(SonomaFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:22-September-2005,(SidewalkMovingPictureFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:22-April-2005,(WorldfestInternationalFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:25-May-2005,(JacksonvilleFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:10-September-2005,(OxfordFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:26-October-2005,(CaliforniaIndependentFilmFestival),80
My Big Fat Independent Movie (2005),USA:R,3110000001,3.3,1273,USA:19-August-2005,(SacramentoFilmandMusicFestival),80
My Bloody Valentine (2009),USA:R,0001121000,5.5,48197,USA:16-January-2009,,101
My Bodyguard (1980),USA:PG,0000013201,7.1,7507,USA:26-September-1980,,102
My Bodyguard (1980),USA:PG,0000013201,7.1,7507,USA:11-July-1980,(limited),102
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:22-July-2006,(AmericanBlackFilmFestival),100
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:26-October-2006,(AfricanAmericanWomeninCinemaFilmFestival),100
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:16-March-2007,,100
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:8-February-2007,(PanAfricanFilmFestival),100
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:1-February-2007,(InternationalFamilyFilmFestival),100
My Brother (2006),USA:PG-13,1000101002,5.6,280,USA:6-October-2006,(HarlemInternationalFilmFestival),100
My Date with Drew (2004),USA:PG,0000012101,6.5,4401,USA:5-August-2005,(limited),90
My Date with Drew (2004),USA:PG,0000012101,6.5,4401,USA:19-April-2004,(GenArtFilmFestival),90
My Date with Drew (2004),USA:PG,0000012101,6.5,4401,USA:3-April-2004,(VailFilmFestival),90
My First Wife (1984),USA:PG,00.0012110,6.9,131,USA:13-September-1984,,96
My Heroes Have Always Been Cowboys (1991),USA:PG,0000121101,6.4,417,USA:1-March-1991,,106
My Life in Ruins (2009),USA:PG-13,0000121100,5.9,16255,USA:3-May-2009,(TribecaFilmFestival),95
My Life in Ruins (2009),USA:PG-13,0000121100,5.9,16255,USA:5-June-2009,,95
My Man Godfrey (1936),USA:Approved,0000001212,8.1,16984,USA:1-June-1948,(re-release),90
My Man Godfrey (1936),USA:Approved,0000001212,8.1,16984,USA:6-September-1936,,90
My Man Godfrey (1936),USA:Approved,0000001212,8.1,16984,USA:2-September-1936,(limited),90
My Man Is a Loser (2014),USA:R,1011110000,4.4,1154,USA:25-July-2014,,95
My Name Is Modesty: A Modesty Blaise Adventure (2004),USA:R,1011111000,4.6,2202,USA:28-September-2004,(DVDpremiere),78
My One and Only (2009),USA:PG-13,0000122100,6.6,7568,USA:21-August-2009,(limited),108
My One and Only (2009),USA:PG-13,0000122100,6.6,7568,USA:25-September-2009,,108
My One and Only (2009),USA:PG-13,0000122100,6.6,7568,USA:11-April-2010,(FallbrookFilmFestival),108
My Soul to Take (2010),USA:R,0001110000,4.8,17463,USA:8-October-2010,,107
Mysterious Island (1951),USA:Approved,0000121100,6.2,133,USA:13-September-1951,,252
Mystery in Swing (1940),USA:Approved,00012210.0,5.7,55,USA:10-May-1940,(NewYorkCity),76
Mystery in Swing (1940),USA:Passed,00012210.0,5.7,55,USA:10-May-1940,(NewYorkCity),76
Mystery Mountain (1934),USA:Approved,0000001102,7.3,56,USA:3-December-1934,,223
Mystery Team (2009),USA:R,0000012101,6.8,7988,USA:8-February-2010,(EdinboroFilmSeries),105
Mystery Team (2009),USA:R,0000012101,6.8,7988,USA:15-October-2009,(NewHampshireFilmFestival),105
Mystery Team (2009),USA:R,0000012101,6.8,7988,USA:28-August-2009,(limited),105
Mystery Team (2009),USA:R,0000012101,6.8,7988,USA:17-January-2009,(SundanceFilmFestival),105
Na pude aneb Kdo má dneska narozeniny? (2009),USA:PG,0000122101,6.4,520,USA:7-September-2012,(dubbedversion),80
Nailed (2001),USA:R,1001111000,4.4,359,USA:21-February-2002,(AFMpremierescreenings),90
Nailed (2001),USA:R,1001111000,4.4,359,USA:22-April-2001,(LosAngelesFilmFestival),90
Nailed (2007),USA:R,0000002301,7.3,152,USA:10-July-2007,,85
Naked Ambition: An R Rated Look at an X Rated Industry (2009),USA:R,0001211000,4.9,934,USA:30-April-2009,(limited),81
Naked Ambition: An R Rated Look at an X Rated Industry (2009),USA:R,0001211000,4.9,934,USA:30-April-2009,(limited),81
Nanjing! Nanjing! (2009),USA:R,0000002311,7.7,8988,USA:October-2009-,(HamptonsInternationalFilmFestival),133
Nanjing! Nanjing! (2009),USA:R,0000002311,7.7,8988,USA:January-2010-,(PalmSpringsInternationalFilmFestival),133
Nanjing! Nanjing! (2009),USA:R,0000002311,7.7,8988,USA:1-November-2009,(AFIFilmFestival),133
Nanjing! Nanjing! (2009),USA:R,0000002311,7.7,8988,USA:22-May-2010,(SeattleInternationalFilmFestival),133
Nanjing! Nanjing! (2009),USA:R,0000002311,7.7,8988,USA:9-April-2010,(AFIDallasInternationalFilmFestival),133
Nanking (2007),USA:R,0000001212,7.8,3103,USA:January-2007-,(SundanceFilmFestival),88
Nanking (2007),USA:R,0000001212,7.8,3103,USA:19-October-2007,(HeartlandFilmFestival),88
Napoleon (1995),USA:G,0000121002,6.1,1372,USA:10-October-1997,,81
Napoléon vu par Abel Gance (1927),USA:G,1000001112,7.5,5823,USA:17-February-1929,,235
Napoli milionaria (1950),USA:Approved,0000002211,7.3,232,USA:4-July-1954,,84
Natural Born Killers (1994),USA:R,0000012211,7.3,187627,USA:26-August-1994,,122
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:15-October-2011,(ChicagoInternationalFilmFestival),90
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:16-March-2012,,90
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:21-May-2011,(SeattleInternationalFilmFestival),90
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:19-June-2011,(LosAngelesFilmFestival),90
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:13-March-2011,(SouthbySouthwestFilmFestival),90
Natural Selection (2011),USA:R,0000022100,6.4,1150,USA:27-April-2011,(Ebertfest),90
Navy Blues (1929),USA:Passed,0000000303,7.7,506,USA:13-December-1929,(premiere),75
Navy Blues (1929),USA:Passed,0000000303,7.7,506,USA:20-December-1929,,75
Navy Born (1936),USA:Approved,1.12210..0,4.6,30,USA:2-June-1936,,68
Needful Things (1993),USA:R,0000122100,6.2,18544,USA:27-August-1993,,183
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:25-April-2010,(SharpMountainFilmFestival),90
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:25-April-2010,(SharpMountainFilmFestival),86
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:23-April-2010,(CinemaSlaughterHorrorFestival),90
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:23-April-2010,(CinemaSlaughterHorrorFestival),86
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:17-October-2009,(InternationalHorror&Sci-FiFilmFestival),90
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:17-October-2009,(InternationalHorror&Sci-FiFilmFestival),86
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:27-July-2010,(DVDpremiere),90
Neighbor (2009),USA:R,2111100000,4.0,1663,USA:27-July-2010,(DVDpremiere),86
Nemesis Game (2003),USA:R,0001211000,5.6,1887,USA:16-September-2003,,92
Nevada Smith (1966),USA:Approved,0000013100,7.0,6100,USA:28-April-2003,(DVDpremiere),139
Never Again (2001),USA:R,1000011101,6.1,737,USA:12-July-2002,(limited),98
Never Again (2001),USA:R,1000011101,6.1,737,USA:11-March-2001,(SouthbySouthwestFilmFestival),98
Never Been Thawed (2005),USA:R,0000011102,6.1,348,USA:1-April-2005,(WisconsinFilmFestival),87
Never Been Thawed (2005),USA:R,0000011102,6.1,348,USA:15-April-2005,,87
Never Fear (1949),USA:Approved,0000121100,6.5,218,USA:29-December-1949,,82
Never Fear (1949),USA:Passed,0000121100,6.5,218,USA:29-December-1949,,82
Never Forever (2007),USA:R,0000111101,6.5,1239,USA:11-April-2008,,90
Never Forever (2007),USA:R,0000111101,6.5,1239,USA:18-January-2007,(SundanceFilmFestival),90
Never Surrender (2009),USA:R,4110000000,2.7,1733,USA:28-April-2009,(DVDpremiere),87
Never Too Late (1996),USA:PG,0000112002,6.4,128,USA:25-May-1999,(videopremiere),96
Never Too Young to Die (1986),USA:R,1011110001,5.0,862,USA:13-June-1986,,92
New Brooklyn (2009),USA:R,0010110002,6.0,17,USA:26-February-2009,(CinequestInternationalFilmFestival),85
New Faces (1954),USA:PG,0000111101,6.7,103,USA:1954,,99
New Faces (1954),USA:PG,0000111101,6.7,103,USA:6-March-1954,,99
New Port South (2001),USA:PG-13,1010111000,4.9,468,USA:7-September-2001,(limited),95
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:May-2008,,80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:11-October-2007,(SanDiegoAsianFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:6-October-2007,(DCAsianPacificAmericanFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:15-March-2007,(SanFranciscoInternationalAsianAmericanFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:22-March-2007,(AFIDallasFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:3-May-2007,(VCFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:22-July-2007,(AsianAmericanFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:31-March-2007,(ChicagoAsianAmericanShowcase),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:13-February-2008,(HumanRightsFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:3-November-2007,(CommonGroundFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:18-October-2007,(HeartlandFilmFestival),80
New Year Baby (2006),USA:PG,.0.0000213,8.4,71,USA:28-February-2007,(SedonaFilmFestival),80
New York City Serenade (2007),USA:R,0001111001,5.2,448,USA:24-March-2009,(DVDpremiere),103
New York City Serenade (2007),USA:R,0001111001,5.2,448,USA:9-March-2009,(limited),103
New York Confidential (1955),USA:Approved,0000013201,7.1,365,USA:12-March-1955,,87
News Is Made at Night (1939),USA:Passed,1.0..03001,6.4,13,USA:21-July-1939,,75
News Is Made at Night (1939),USA:Approved,1.0..03001,6.4,13,USA:21-July-1939,,75
Newsfront (1978),USA:PG,0000012211,7.2,587,USA:September-1978-,(NewYorkFilmFestival),110
Next Day Air (2009),USA:R,0000121000,5.8,8613,USA:8-May-2009,,84
Next Time I Marry (1938),USA:Approved,0000131100,6.2,230,USA:9-December-1938,,65
Ngo si seoi (1998),USA:PG-13,0000023100,6.8,30599,USA:11-September-1998,(TVpremiere),108
Nice Guys (2006),USA:R,1001100002,4.5,398,USA:24-March-2006,(PhoenixFilmFestival),100
Nice Guys (2006),USA:R,1001100002,4.5,398,USA:12-May-2009,(DVDpremiere),100
Nicotina (2003),USA:R,0000012100,6.7,3185,USA:1-April-2005,(WisconsinFilmFestival),90
Nicotina (2003),USA:R,0000012100,6.7,3185,USA:1-February-2004,(MiamiInternationalFilmFestival),90
Nicotina (2003),USA:R,0000012100,6.7,3185,USA:20-August-2004,(limited),90
Nicotina (2003),USA:R,0000012100,6.7,3185,USA:20-August-2004,,90
Night and the City (1950),USA:Approved,0000001321,8.0,9347,USA:2-April-2005,(WisconsinFilmFestival),96
Night and the City (1950),USA:Approved,0000001321,8.0,9347,USA:December-2005-,(DVDpremiere),96
Night Children (1989),USA:R,1000210001,5.8,46,USA:1989-,(video-premiere),90
Night Crossing (1982),USA:PG,0000122100,6.5,983,USA:5-February-1982,,107
Night Editor (1946),USA:Passed,0000023100,6.8,424,USA:29-March-1946,,68
Night Editor (1946),USA:Approved,0000023100,6.8,424,USA:29-March-1946,,68
Night Eyes (1990),USA:R,0112110000,4.3,498,USA:31-May-1990,(videopremiere),97
Night Eyes (1990),USA:R,0112110000,4.3,498,USA:31-May-1990,(videopremiere),95
Night Falls on Manhattan (1996),USA:R,0000123100,6.6,5522,USA:16-May-1997,,118
Night Games (1980),USA:R,0101110001,5.0,216,USA:11-April-1980,,100
Night Into Morning (1951),USA:Approved,.000023100,7.0,291,USA:8-June-1951,,86
Night of Dark Shadows (1971),USA:PG,0000111001,5.8,1022,USA:4-August-1971,,129
Night of Dark Shadows (1971),USA:GP,0000111001,5.8,1022,USA:4-August-1971,,129
Night of Dark Shadows (1971),USA:PG,0000111001,5.8,1022,USA:3-August-1971,(premiere),129
Night of Dark Shadows (1971),USA:GP,0000111001,5.8,1022,USA:3-August-1971,(premiere),129
Night of the Big Heat (1967),USA:GP,0001221000,5.6,1189,USA:1971,,94
Night of the Cobra Woman (1972),USA:R,11211100.0,4.0,219,USA:1-January-1972,,76
Night of the Demon (1957),USA:Approved,0000012211,7.6,9346,USA:July-1958,,82
Night of the Living Dead (1990),USA:R,0000012101,6.9,33568,USA:19-October-1990,,86
Night of the Living Dead 3D: Re-Animation (2012),USA:R,2111000000,3.0,1712,USA:16-October-2012,,88
Night Patrol (1984),USA:R,1001110001,4.8,1060,USA:16-November-1984,,85
Night Patrol (1984),USA:R,1001110001,4.8,1060,USA:16-November-1984,,87
Night Train to Terror (1985),USA:R,2111000000,3.9,1545,USA:May-1985,,93
Night Train to Terror (1985),USA:R,2111000000,3.9,1545,USA:31-March-2011,(WisconsinFilmFestival),93
Night Train to Venice (1993),USA:R,5100000000,2.2,821,USA:28-September-1996,,98
Night Without Stars (1951),USA:Approved,00002201.1,6.4,48,USA:5-July-1953,,75
Nightkill (1980),USA:R,0000211001,5.7,360,USA:18-December-1980,,97
Nightmare (1956),USA:Approved,0000122100,6.5,552,USA:1-June-2005,(SeattleInternationalFilmFestival),89
Nightmare (2005),USA:R,1000110101,5.1,242,USA:29-September-2009,(DVDpremiere),111
Nightmare at Noon (1988),USA:R,1011110000,4.6,608,USA:28-September-1988,(videopremiere),96
Nightmare in Wax (1969),USA:PG,1111100000,3.5,528,USA:14-May-1969,,96
Nine Lives (2005),USA:R,0000012110,6.8,6105,USA:30-October-2005,(MilwaukeeInternationalFilmFestival),115
Nine Lives (2005),USA:R,0000012110,6.8,6105,USA:24-January-2005,(SundanceFilmFestival),115
Nine Lives (2005),USA:R,0000012110,6.8,6105,USA:September-2005-,(limited),115
Nine Lives (2005),USA:R,0000012110,6.8,6105,USA:6-October-2005,(HATCHfestFilmFestival),115
Nine Lives (2005),USA:R,0000012110,6.8,6105,USA:21-June-2005,(LosAngelesFilmFestival),115
Ningen kakumei (1973),USA:G,1...0.1104,7.8,17,USA:January-1974,,160
Ninja Cheerleaders (2008),USA:R,2111000001,3.5,1446,USA:12-August-2008,(DVDpremiere),81
Ninjas vs. Zombies (2008),USA:R,3110000001,2.9,210,USA:24-August-2010,(DVDpremiere),86
Nippon chinbotsu (1973),USA:PG,1000121000,5.6,266,USA:May-1975,,82
Nirvana (1997),USA:R,0000111101,6.1,5553,USA:22-August-1997,(limited),96
Nitro Circus: The Movie (2012),USA:PG-13,0000012101,6.7,5299,USA:8-August-2012,,92
Nixon (1995),USA:R,0000013210,7.1,25610,USA:5-January-1996,,212
Nixon (1995),USA:R,0000013210,7.1,25610,USA:5-January-1996,,212
Nixon (1995),USA:R,0000013210,7.1,25610,USA:20-December-1995,(limited),212
Nixon (1995),USA:R,0000013210,7.1,25610,USA:20-December-1995,(limited),212
No Contest (1995),USA:R,1111110000,4.4,682,USA:2-March-1995,(TVpremiere),98
No Contest II (1996),USA:R,0011111000,4.5,276,USA:17-February-1998,(videopremiere),86
No Good Deed (2002),USA:R,0001221000,5.5,6332,USA:12-September-2003,(limited),97
No Greater Love (2010),USA:PG,1000011102,6.1,425,USA:19-January-2010,(DVDpremiere),109
No Highway (1951),USA:Approved,0000012211,7.3,2634,USA:21-September-1951,,98
No Orchids for Miss Blandish (1948),USA:Approved,0000122100,6.1,367,USA:23-April-2010,(TCMClassicFilmFestival),92
No Place to Hide (1992),USA:R,0001210001,5.6,512,USA:16-April-1993,,98
No Return (2003),USA:PG-13,0110210000,5.0,65,USA:28-July-2003,(DancesWithFilmsFestivaloftheUnknowns),86
No Safe Haven (1987),USA:R,11020100.0,4.5,85,USA:20-September-1989,(videopremiere),95
No se aceptan devoluciones (2013),USA:PG-13,0000001212,7.6,24684,USA:6-September-2013,,122
No se aceptan devoluciones (2013),USA:PG-13,0000001212,7.6,24684,USA:30-August-2013,(limited),122
No Surrender (1985),USA:R,0000001112,7.1,284,USA:6-August-1986,,100
No te mueras sin decirme adónde vas (1995),USA:PG,0000011112,7.1,690,USA:8-February-1996,(MiamiInternationalFilmFestival),120
No te mueras sin decirme adónde vas (1995),USA:PG,0000011112,7.1,690,USA:October-1995-,(ChicagoInternationalFilmFestival),120
No Tomorrow (1999),USA:R,1111100000,4.0,298,USA:19-October-1999,(videopremiere),99
No Way Back (1976),USA:R,0000111102,6.3,57,USA:May-1976,,103
No Way Home (1996),USA:R,0000013200,6.8,1226,USA:September-1997,,99
Nobody Knows Anything! (2003),USA:PG-13,2111100000,3.5,500,USA:October-2003,,88
Nobody Knows Anything! (2003),USA:R,2111100000,3.5,500,USA:October-2003,,88
Noëlle (2007),USA:PG,0000011102,5.8,258,USA:7-December-2007,(limited),90
Noëlle (2007),USA:PG,0000011102,5.8,258,USA:7-December-2007,(limited),90
Nói albinói (2003),USA:PG-13,0000012211,7.4,8300,USA:1-April-2004,(WisconsinFilmFestival),93
Nói albinói (2003),USA:PG-13,0000012211,7.4,8300,USA:2-November-2004,(ScottsdaleFilmFestival),93
Nói albinói (2003),USA:PG-13,0000012211,7.4,8300,USA:October-2003-,(ChicagoInternationalFilmFestival),93
Nói albinói (2003),USA:PG-13,0000012211,7.4,8300,USA:29-August-2003,(TellurideFilmFestival),93
Noise (2004),USA:R,0001111000,5.5,515,USA:8-March-2005,(DVDpremiere),84
Noise (2004),USA:R,0001111000,5.5,515,USA:23-April-2004,(RiverRunInternationalFilmFestival),84
Noise (2004),USA:R,0001111000,5.5,515,USA:June-2004-,(SeattleInternationalFilmFestival),84
Noise (2004),USA:R,0001111000,5.5,515,USA:31-January-2004,(SantaBarbaraFilmFestival),84
Nokaut (1971),USA:R,00.2111000,5.5,34,USA:May-1976,,84
Nola (2003),USA:R,1001111001,5.4,362,USA:8-May-2003,(TribecaFilmFestival),97
Nola (2003),USA:PG-13,1001111001,5.4,362,USA:29-August-2003,(limited),97
Nola (2003),USA:R,1001111001,5.4,362,USA:29-August-2003,(limited),97
Nola (2003),USA:PG-13,1001111001,5.4,362,USA:8-May-2003,(TribecaFilmFestival),97
Non si deve profanare il sonno dei morti (1974),USA:R,0000012100,6.9,6113,USA:10-July-2010,(NewYorkMuseumofArtsandDesign),85
Non si deve profanare il sonno dei morti (1974),USA:R,0000012100,6.9,6113,USA:10-July-2010,(NewYorkMuseumofArtsandDesign),93
Non si deve profanare il sonno dei morti (1974),USA:R,0000012100,6.9,6113,USA:1-June-1975,,85
Non si deve profanare il sonno dei morti (1974),USA:R,0000012100,6.9,6113,USA:1-June-1975,,93
Noobz (2012),USA:R,1001110001,5.0,2008,USA:25-January-2013,,97
Noose (1948),USA:Passed,0000122100,6.5,193,USA:19-July-1950,,72
Noose (1948),USA:Approved,0000122100,6.5,193,USA:19-July-1950,,72
Norbit (2007),USA:R,1111110000,4.0,57358,USA:9-February-2007,,102
Norbit (2007),USA:PG-13,1111110000,4.0,57358,USA:9-February-2007,,102
Norm of the North (2016),USA:PG,2000000002,3.6,7067,USA:15-January-2016,,90
Norma Rae (1979),USA:PG,0000012210,7.4,8484,USA:2-March-1979,,123
North Sea Hijack (1980),USA:PG,0000122100,6.4,3645,USA:18-April-1980,,95
North Star (1996),USA:R,0011210000,4.9,903,USA:25-October-1996,,88
Northville Cemetery Massacre (1976),USA:R,0000121101,6.1,277,USA:March-1976,,83
Northwest Trail (1945),USA:Approved,.000131000,5.9,65,USA:30-November-1945,,61
Northwest Trail (1945),USA:Passed,.000131000,5.9,65,USA:30-November-1945,,61
Nosferatu: Phantom der Nacht (1979),USA:PG,0000012211,7.6,26121,USA:1-October-1979,(NewYorkFilmFestival),96
Nostalgie (1938),USA:Approved,.....21121,7.9,7,USA:17-August-1946,,74
Not Fade Away (2012),USA:R,0000122000,6.0,3908,USA:13-October-2012,(NewOrleansFilmFestival),112
Not Fade Away (2012),USA:R,0000122000,6.0,3908,USA:6-October-2012,(NewYorkFilmFestival),112
Not Fade Away (2012),USA:R,0000122000,6.0,3908,USA:7-October-2012,(HamptonsInternationalFilmFestival),112
Not Fade Away (2012),USA:R,0000122000,6.0,3908,USA:18-October-2012,(AustinFilmFestival),112
Not Fade Away (2012),USA:R,0000122000,6.0,3908,USA:21-December-2012,(limited),112
Not Forgotten (2009),USA:R,0001210000,4.9,2296,USA:15-May-2009,(limited),96
Not Forgotten (2009),USA:R,0001210000,4.9,2296,USA:4-April-2009,(PhoenixFilmFestival),96
Not Forgotten (2009),USA:R,0001210000,4.9,2296,USA:11-September-2009,,96
Not Forgotten (2009),USA:R,0001210000,4.9,2296,USA:17-January-2009,(SlamdanceFilmFestival),96
Not Quite Paradise (1985),USA:R,0001111200,6.2,88,USA:6-June-1986,,106
